what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1272471111549
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272471114907
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471146608
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471251248
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1272471296584
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272471301986
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1272471304275
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471304733
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471317394
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471324250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471339053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471443853
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471448892
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1272471450765
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1272471456193
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471456604
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471467696
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1272471472150
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272471475186
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1272471637306
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471637719
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.text.rename.element",1272471670365
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272471670520
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1272471684010
